Loyalty Number,Year,Month,Flights Booked,Flights with Companions,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Date
577360,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,60005,Married,Aurora,16794.31,Standard,2016-10-01
577386,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,London,M5B 3E4,Male,Doctor,216512,Married,Nova,3708.81,Standard,2015-10-01
577398,2017,1,11,0,11,3025,302.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,93641,Married,Aurora,23981.54,Standard,2016-12-01
649656,2017,6,17,1,18,5202,520.0,487,39,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,87867,Married,Nova,2953.62,Standard,2014-06-01
577467,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Doctor,78481,Divorced,Star,2413.93,Standard,2015-01-01
577501,2017,1,4,0,4,2760,276.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Female,College,79258,Married,Star,2524.65,Standard,2014-06-01
577535,2017,1,0,0,0,0,0.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,77198,Married,Aurora,5353.93,Standard,2016-06-01
577726,2017,1,0,0,0,0,0.0,0,0,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,78573,Divorced,Nova,4376.36,Standard,2014-02-01
577795,2017,1,11,5,16,2128,212.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,101933,Married,Aurora,8564.77,Standard,2013-06-01
577860,2017,1,8,3,11,924,92.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,College,79258,Single,Star,11042.29,Standard,2012-11-01
577998,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,56951,Married,Nova,29091.24,Standard,2014-10-01
578013,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Male,College,79258,Single,Star,2678.46,Standard,2015-05-01
578020,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Male,College,79258,Married,Star,8278.79,Standard,2017-09-01
578114,2017,1,10,0,10,1470,147.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,College,79258,Single,Star,2987.95,Standard,2014-09-01
578167,2017,1,7,1,8,2664,266.0,0,0,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,77943,Married,Star,8271.91,Standard,2016-04-01
578203,2017,1,8,0,8,3160,316.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,54367,Married,Star,3596.83,Standard,2016-03-01
578688,2017,1,1,0,1,895,89.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,65392,Married,Star,3766.37,Standard,2016-03-01
578751,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,104500,Married,Star,2735.54,Standard,2015-05-01
578811,2017,1,8,0,8,1352,135.0,0,0,Canada,Ontario,Sudbury,M5V 1G5,Female,College,79258,Single,Nova,2983.11,Standard,2015-08-01
578837,2017,1,10,0,10,1440,144.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Male,College,79258,Single,Star,4152.65,Standard,2012-05-01
578944,2017,1,1,0,1,904,90.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,70454,Divorced,Star,4280.75,Standard,2016-09-01
579005,2017,1,11,3,14,2926,292.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,49031,Married,Star,4786.01,Standard,2016-10-01
579015,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,80697,Married,Star,3919.37,Standard,2017-05-01
579093,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,79258,Single,Star,6285.31,Standard,2018-05-01
579245,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,73496,Married,Star,5387.93,Standard,2016-03-01
579283,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,85717,Married,Nova,5419.46,Standard,2017-11-01
579318,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Male,Doctor,250253,Divorced,Star,8509.85,Standard,2012-05-01
144593,2017,1,11,1,12,3360,336.0,333,27,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,62202,Divorced,Nova,4477.45,Standard,2016-10-01
579377,2017,1,13,3,16,1360,136.0,0,0,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,85887,Divorced,Nova,4822.44,Standard,2015-10-01
579424,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,254724,Married,Star,27564.74,Standard,2017-07-01
579438,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Male,Doctor,90083,Married,Aurora,9416.28,Standard,2018-05-01
579581,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,84271,Married,Star,5534.58,Standard,2017-01-01
579584,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,70755,Divorced,Aurora,11315.2,Standard,2014-02-01
579710,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,103822,Married,Nova,3439.09,Standard,2017-06-01
579726,2017,1,7,0,7,1827,182.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Male,High School or Below,70127,Married,Aurora,7787.43,Standard,2016-01-01
579847,2017,1,4,0,4,528,52.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Male,College,79258,Single,Star,7573.35,Standard,2014-06-01
579883,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,56610,Married,Nova,11944.4,Standard,2018-06-01
579890,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Quebec City,G1B 3L5,Female,Doctor,67234,Single,Nova,3551.79,Standard,2012-10-01
579931,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,96483,Single,Aurora,13094.61,Standard,2016-03-01
579943,2017,1,9,3,12,1212,121.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,96307,Single,Nova,2798.68,Standard,2016-07-01
579990,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,68823,Single,Aurora,10640.94,Standard,2012-08-01
580159,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,51929,Married,Star,11447.51,Standard,2017-08-01
580169,2017,1,0,0,0,0,0.0,0,0,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,79258,Single,Nova,4250.28,Standard,2017-04-01
580201,2017,1,0,0,0,0,0.0,0,0,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,78268,Married,Star,8005.96,Standard,2017-09-01
580324,2017,1,8,6,14,3500,350.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,61113,Married,Star,4198.03,Standard,2013-06-01
580356,2017,1,6,0,6,2448,244.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Female,College,79258,Single,Aurora,5439.34,Standard,2013-07-01
580472,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Female,Doctor,258663,Divorced,Nova,6747.52,Standard,2012-11-01
580493,2017,1,0,0,0,0,0.0,0,0,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,71390,Married,Star,7380.57,Standard,2017-09-01
580500,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,30644,Married,Nova,5619.65,2018 Promotion,2018-04-01
580508,2017,1,0,0,0,0,0.0,0,0,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,79258,Single,Aurora,6731.05,Standard,2018-05-01
580554,2017,1,5,0,5,1395,139.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,71941,Married,Aurora,12350.06,Standard,2016-12-01
580586,2017,1,8,0,8,2928,292.0,0,0,Canada,Ontario,London,M5B 3E4,Male,High School or Below,54350,Married,Star,4730.36,Standard,2015-03-01
580592,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,49366,Married,Aurora,8925.63,Standard,2013-05-01
580628,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,47177,Married,Star,4429.19,Standard,2012-05-01
580834,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Master,123828,Married,Nova,4636.55,Standard,2017-02-01
580979,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,52775,Married,Star,2606.21,Standard,2018-05-01
581007,2017,1,11,1,12,2964,296.0,0,0,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,73398,Married,Star,2591.75,Standard,2013-03-01
581079,2017,1,11,2,13,2366,236.0,0,0,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,86543,Married,Nova,3103.92,Standard,2012-06-01
581260,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,London,M5B 3E4,Male,Doctor,79976,Divorced,Nova,5213.07,Standard,2012-08-01
581294,2017,1,8,0,8,2272,227.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,College,79258,Single,Star,12944.19,Standard,2012-08-01
581380,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Sudbury,M5V 1G5,Female,Doctor,206341,Single,Star,2424.22,Standard,2014-05-01
581396,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,50800,Divorced,Star,3265.16,Standard,2017-04-01
581419,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,79258,Married,Star,8278.79,Standard,2018-12-01
581427,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,67297,Married,Nova,5623.31,Standard,2016-08-01
581481,2017,1,13,0,13,2353,235.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,96619,Married,Star,2516.1,Standard,2016-12-01
581513,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,83379,Married,Aurora,14376.55,Standard,2013-04-01
581531,2017,1,3,0,3,216,21.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Master,106899,Married,Aurora,11981.98,Standard,2014-07-01
581533,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Male,College,79258,Single,Star,4069.78,Standard,2013-06-01
581596,2017,1,11,0,11,1540,154.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,50764,Married,Star,17723.76,Standard,2016-10-01
581651,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,97363,Single,Star,2530.71,Standard,2018-09-01
581661,2017,1,7,0,7,1288,128.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,64001,Single,Star,2514.59,Standard,2013-04-01
581682,2017,1,8,0,8,2688,268.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,College,79258,Single,Star,2272.31,Standard,2013-11-01
581712,2017,1,5,0,5,1285,128.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,56594,Single,Star,3702.63,Standard,2013-11-01
581913,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,63853,Married,Aurora,7996.6,Standard,2017-10-01
581999,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,52721,Married,Aurora,8219.36,Standard,2015-04-01
582066,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,97363,Single,Star,2530.71,Standard,2014-08-01
582067,2017,1,0,0,0,0,0.0,0,0,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,89763,Married,Nova,2760.48,Standard,2018-07-01
582097,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,77615,Married,Star,8658.86,Standard,2014-10-01
582166,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,60797,Divorced,Nova,6006.44,Standard,2015-04-01
582244,2017,1,0,0,0,0,0.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,76459,Married,Aurora,6165.86,Standard,2012-04-01
582256,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,College,79258,Married,Nova,8569.36,Standard,2016-01-01
582257,2017,1,5,4,9,810,81.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,College,79258,Married,Star,5345.99,Standard,2012-12-01
582364,2017,1,9,0,9,2169,216.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,63319,Married,Star,11130.12,Standard,2015-03-01
899825,2017,5,14,1,15,4260,426.0,408,33,Canada,Nova Scotia,Halifax,B3C 2M8,Female,College,79258,Single,Aurora,9031.21,Standard,2012-08-01
582493,2017,1,5,0,5,375,37.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,69524,Married,Nova,7434.25,Standard,2014-09-01
582646,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Female,College,79258,Married,Star,5165.57,Standard,2017-11-01
582674,2017,1,0,0,0,0,0.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,High School or Below,32785,Married,Nova,9546.82,2018 Promotion,2018-04-01
582690,2017,1,9,0,9,1161,116.0,0,0,Canada,Ontario,London,M5B 3E4,Female,Bachelor,50879,Single,Nova,3933.81,Standard,2016-12-01
582843,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,78196,Married,Nova,5233.99,Standard,2018-11-01
582861,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,95061,Married,Aurora,4984.62,Standard,2017-06-01
582874,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M1R 4K3,Male,College,79258,Single,Star,3090.03,2018 Promotion,2018-03-01
582883,2017,1,4,0,4,2816,281.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,91066,Single,Star,5068.43,Standard,2013-05-01
582929,2017,1,0,0,0,0,0.0,0,0,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,79258,Married,Nova,3792.83,Standard,2013-01-01
582930,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,63866,Single,Aurora,5913.31,Standard,2014-04-01
583003,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Sudbury,M5V 1G5,Male,College,79258,Married,Nova,5325.72,Standard,2017-10-01
583005,2017,1,6,0,6,2082,208.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Male,College,79258,Single,Star,2376.53,Standard,2012-05-01
583165,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,96786,Married,Aurora,6382.05,Standard,2013-05-01
583227,2017,1,11,0,11,2915,291.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Female,College,79258,Single,Aurora,6465.22,Standard,2016-01-01
583271,2017,1,6,0,6,3096,309.0,0,0,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,79258,Single,Star,2618.81,Standard,2012-11-01
583272,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,68957,Married,Star,2483.64,Standard,2018-01-01
583327,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,101995,Married,Nova,2743.55,Standard,2017-08-01
583415,2017,1,0,0,0,0,0.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,99347,Married,Aurora,5923.12,Standard,2017-02-01
583513,2017,1,1,1,2,2024,202.0,0,0,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,58809,Married,Aurora,7703.4,Standard,2012-09-01
583539,2017,1,0,0,0,0,0.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,79258,Single,Nova,4526.61,Standard,2015-12-01
583601,2017,1,0,0,0,0,0.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,47364,Married,Star,4422.88,Standard,2018-08-01
583610,2017,1,3,0,3,231,23.0,0,0,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,79258,Single,Star,5100.09,Standard,2015-12-01
583648,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,59210,Single,Star,4803.24,Standard,2012-12-01
583670,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,50398,Married,Star,35022.45,Standard,2017-06-01
583718,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,98806,Married,Aurora,8696.91,Standard,2017-09-01
583754,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,101933,Married,Star,2471.53,Standard,2018-05-01
583788,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,51716,Married,Nova,7349.33,Standard,2018-10-01
584017,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,79258,Married,Star,4656.49,Standard,2012-08-01
802425,2018,10,12,1,13,3718,371.0,364,30,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79258,Married,Aurora,7200.66,Standard,2016-07-01
584285,2017,1,11,6,17,2108,210.0,0,0,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,72409,Married,Aurora,5380.9,Standard,2013-09-01
584377,2017,1,1,0,1,2164,216.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,96523,Single,Star,11260.9,Standard,2012-09-01
584405,2017,1,2,0,2,1830,183.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,54522,Divorced,Nova,8991.98,Standard,2016-01-01
584426,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,59207,Married,Star,6899.71,Standard,2013-01-01
584458,2017,1,6,1,7,2464,246.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61912,Single,Star,2719.85,Standard,2012-08-01
683485,2018,2,1,1,2,2360,295.0,293,24,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,69098,Married,Nova,8092.88,Standard,2017-03-01
584536,2017,1,7,3,10,2920,292.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,60470,Divorced,Star,2650.62,Standard,2013-12-01
584537,2017,1,6,2,8,1712,171.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,103508,Married,Nova,7504.69,Standard,2013-02-01
584564,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,79258,Married,Aurora,11131.57,Standard,2016-12-01
584727,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79258,Single,Nova,17712.21,Standard,2013-03-01
584737,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,76622,Divorced,Nova,10484.92,Standard,2018-06-01
584782,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Male,Doctor,70996,Single,Nova,4254.62,Standard,2016-11-01
584796,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,75704,Single,Star,19454.41,Standard,2018-08-01
584833,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,89245,Married,Aurora,10307.65,Standard,2017-11-01
584845,2017,1,8,0,8,2168,216.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,59575,Married,Star,2530.81,Standard,2015-08-01
584880,2017,1,11,3,14,1386,138.0,0,0,Canada,Ontario,Toronto,M2P 4F6,Male,College,79258,Single,Nova,13668.36,Standard,2016-02-01
585039,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Female,College,79258,Married,Nova,13352.56,Standard,2016-09-01
585066,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,81546,Married,Star,2675.57,Standard,2018-12-01
585082,2017,1,7,0,7,1379,137.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,61373,Married,Nova,15304.52,Standard,2014-03-01
585162,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,67145,Divorced,Star,5666.7,Standard,2015-07-01
585271,2017,1,0,0,0,0,0.0,0,0,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,64076,Married,Nova,8673.59,Standard,2017-10-01
585275,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P1J 8T7,Female,College,79258,Single,Aurora,10004.03,Standard,2017-01-01
585316,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,76652,Married,Nova,15956.52,Standard,2017-08-01
585377,2017,1,8,0,8,1432,143.0,0,0,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,58314,Single,Star,5528.21,Standard,2014-04-01
585386,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,53168,Married,Nova,7724.68,Standard,2016-11-01
585420,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,73510,Single,Nova,9951.71,Standard,2017-08-01
585495,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Female,Master,106899,Married,Aurora,11981.98,Standard,2014-05-01
585509,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Male,College,79258,Married,Star,4270.03,Standard,2018-06-01
585629,2017,1,10,0,10,660,66.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,College,79258,Single,Star,4423.69,Standard,2016-03-01
585642,2017,1,8,4,12,2640,264.0,0,0,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,78340,Divorced,Star,2404.92,Standard,2018-05-01
585756,2017,1,5,5,10,840,84.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,62044,Married,Nova,3673.99,Standard,2015-05-01
585793,2017,1,2,1,3,1434,143.0,0,0,Canada,Ontario,London,M5B 3E4,Male,College,79258,Single,Nova,6944.74,Standard,2016-09-01
585850,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Female,College,79258,Married,Star,2398.33,Standard,2017-06-01
701223,2017,5,2,2,4,3192,319.0,366,30,Canada,Quebec,Montreal,H2T 2J6,Female,College,79258,Married,Star,5325.72,Standard,2016-02-01
585854,2017,1,2,0,2,1318,131.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,69126,Married,Star,6478.8,Standard,2013-11-01
585947,2017,1,13,5,18,2088,208.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,49977,Married,Star,3207.47,Standard,2013-12-01
585976,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,59712,Married,Nova,4881.3,Standard,2018-07-01
585978,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,76494,Married,Aurora,8099.4,Standard,2017-09-01
586056,2017,1,2,1,3,2265,226.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,57975,Married,Star,5107.16,Standard,2013-08-01
586076,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,82043,Married,Aurora,8712.16,2018 Promotion,2018-02-01
586100,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Hull,J8Y 3Z5,Female,College,79258,Single,Star,4653.09,Standard,2017-01-01
586164,2017,1,8,0,8,3120,312.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,55303,Married,Nova,3723.11,Standard,2012-07-01
586191,2017,1,5,0,5,400,40.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,78352,Married,Star,2682.7,Standard,2012-09-01
586199,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Female,High School or Below,64810,Married,Nova,4506.49,2018 Promotion,2018-02-01
586365,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Male,College,79258,Single,Star,2561.58,Standard,2018-01-01
586401,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Female,College,79258,Single,Star,7350.18,Standard,2017-11-01
586446,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Male,College,79258,Single,Nova,13272.23,Standard,2015-05-01
586542,2017,1,12,3,15,1125,112.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,Doctor,210090,Divorced,Aurora,5096.67,Standard,2016-03-01
586686,2017,1,0,0,0,0,0.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,81505,Divorced,Aurora,7284.36,Standard,2017-03-01
586711,2017,1,8,0,8,2192,219.0,0,0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,57855,Married,Nova,3732.35,Standard,2013-04-01
586734,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,84015,Married,Star,25807.06,Standard,2017-06-01
586753,2017,1,9,0,9,2826,282.0,0,0,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,101526,Divorced,Star,15228.2,Standard,2014-12-01
586870,2017,1,0,0,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,104482,Married,Nova,8543.25,Standard,2016-02-01
586891,2017,1,13,0,13,1755,175.0,0,0,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,79258,Single,Star,4481.39,Standard,2016-07-01
586944,2017,1,1,0,1,290,29.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,89856,Divorced,Nova,2744.08,Standard,2015-05-01
587196,2017,1,9,1,10,2060,206.0,0,0,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,81276,Married,Nova,4874.67,Standard,2018-05-01
587284,2017,1,0,0,0,0,0.0,0,0,Canada,Ontario,Toronto,M2M 6J7,Male,College,79258,Single,Aurora,5510.56,Standard,2018-01-01
